,b,f,n,snr,variable,value,Error Type,Segmentation Method,Signal to Noise Ratio,Error Rate
723,9,210,10,20.1,three_means_ce,-9.098106,Object Count Error,three_means,20.1,-9.098106
724,1,217,18,12.0,three_means_ce,0.29220778,Object Count Error,three_means,12.0,0.29220778
725,38,176,8,17.25,three_means_ce,1.0,Object Count Error,three_means,17.25,1.0
726,12,125,15,7.53333333333,three_means_ce,-8.493421,Object Count Error,three_means,7.53333333333,-8.493421
727,37,149,25,4.48,three_means_ce,-7.16184,Object Count Error,three_means,4.48,-7.16184
728,49,225,10,17.6,three_means_ce,1.0,Object Count Error,three_means,17.6,1.0
729,19,217,5,39.6,three_means_ce,0.9606164,Object Count Error,three_means,39.6,0.9606164
730,50,212,14,11.5714285714,three_means_ce,0.95883363,Object Count Error,three_means,11.5714285714,0.95883363
731,45,141,7,13.7142857143,three_means_ce,1.0,Object Count Error,three_means,13.7142857143,1.0
732,22,115,22,4.22727272727,three_means_ce,-9.484026,Object Count Error,three_means,4.22727272727,-9.484026
733,14,117,20,5.15,three_means_ce,-8.014975,Object Count Error,three_means,5.15,-8.014975
734,20,141,23,5.26086956522,three_means_ce,-9.613599,Object Count Error,three_means,5.26086956522,-9.613599
735,8,204,15,13.0666666667,three_means_ce,-4.6790543,Object Count Error,three_means,13.0666666667,-4.6790543
736,32,193,15,10.7333333333,three_means_ce,-1.7657807,Object Count Error,three_means,10.7333333333,-1.7657807
737,35,160,7,17.8571428571,three_means_ce,1.0,Object Count Error,three_means,17.8571428571,1.0
738,6,197,22,8.68181818182,three_means_ce,-1.5427215,Object Count Error,three_means,8.68181818182,-1.5427215
739,16,113,5,19.4,three_means_ce,0.6735043,Object Count Error,three_means,19.4,0.6735043
740,50,144,6,15.6666666667,three_means_ce,1.0,Object Count Error,three_means,15.6666666667,1.0
741,4,218,6,35.6666666667,three_means_ce,-4.5212016,Object Count Error,three_means,35.6666666667,-4.5212016
742,6,61,11,5.0,three_means_ce,-4.457377,Object Count Error,three_means,5.0,-4.457377
743,13,83,17,4.11764705882,three_means_ce,-8.572621,Object Count Error,three_means,4.11764705882,-8.572621
744,26,201,24,7.29166666667,three_means_ce,-10.349206,Object Count Error,three_means,7.29166666667,-10.349206
745,20,175,17,9.11764705882,three_means_ce,-9.285714,Object Count Error,three_means,9.11764705882,-9.285714
746,4,151,15,9.8,three_means_ce,-1.0034246,Object Count Error,three_means,9.8,-1.0034246
747,14,127,8,14.125,three_means_ce,-5.9029126,Object Count Error,three_means,14.125,-5.9029126
748,7,166,10,15.9,three_means_ce,-6.280066,Object Count Error,three_means,15.9,-6.280066
749,22,192,22,7.72727272727,three_means_ce,-9.507318,Object Count Error,three_means,7.72727272727,-9.507318
750,25,237,5,42.4,three_means_ce,1.0,Object Count Error,three_means,42.4,1.0
751,50,179,16,8.0625,three_means_ce,0.7804878,Object Count Error,three_means,8.0625,0.7804878
752,47,191,9,16.0,three_means_ce,1.0,Object Count Error,three_means,16.0,1.0
753,23,179,21,7.42857142857,three_means_ce,-10.057725,Object Count Error,three_means,7.42857142857,-10.057725
754,10,128,18,6.55555555556,three_means_ce,-5.5447154,Object Count Error,three_means,6.55555555556,-5.5447154
755,36,176,13,10.7692307692,three_means_ce,0.37147596,Object Count Error,three_means,10.7692307692,0.37147596
756,21,113,19,4.84210526316,three_means_ce,-9.832226,Object Count Error,three_means,4.84210526316,-9.832226
757,50,202,25,6.08,three_means_ce,-2.189769,Object Count Error,three_means,6.08,-2.189769
758,24,92,8,8.5,three_means_ce,0.59931505,Object Count Error,three_means,8.5,0.59931505
759,23,88,11,5.90909090909,three_means_ce,-2.4929328,Object Count Error,three_means,5.90909090909,-2.4929328
760,13,64,19,2.68421052632,three_means_ce,-7.863124,Object Count Error,three_means,2.68421052632,-7.863124
761,21,180,22,7.22727272727,three_means_ce,-10.118965,Object Count Error,three_means,7.22727272727,-10.118965
762,1,210,8,26.125,three_means_ce,0.16306156,Object Count Error,three_means,26.125,0.16306156
763,6,60,22,2.45454545455,three_means_ce,-2.061329,Object Count Error,three_means,2.45454545455,-2.061329
764,7,217,16,13.125,three_means_ce,-3.5757043,Object Count Error,three_means,13.125,-3.5757043
765,26,200,6,29.0,three_means_ce,0.9947183,Object Count Error,three_means,29.0,0.9947183
766,17,122,15,7.0,three_means_ce,-10.180555,Object Count Error,three_means,7.0,-10.180555
767,32,151,8,14.875,three_means_ce,0.98688525,Object Count Error,three_means,14.875,0.98688525
768,29,188,12,13.25,three_means_ce,-0.5367047,Object Count Error,three_means,13.25,-0.5367047
769,20,204,21,8.7619047619,three_means_ce,-9.697325,Object Count Error,three_means,8.7619047619,-9.697325
770,6,237,8,28.875,three_means_ce,-6.558872,Object Count Error,three_means,28.875,-6.558872
771,16,131,21,5.47619047619,three_means_ce,-8.377265,Object Count Error,three_means,5.47619047619,-8.377265
772,1,163,8,20.25,three_means_ce,0.21617162,Object Count Error,three_means,20.25,0.21617162
773,22,68,5,9.2,three_means_ce,0.99830794,Object Count Error,three_means,9.2,0.99830794
774,16,222,9,22.8888888889,three_means_ce,-5.9554367,Object Count Error,three_means,22.8888888889,-5.9554367
775,23,153,11,11.8181818182,three_means_ce,-2.4212272,Object Count Error,three_means,11.8181818182,-2.4212272
776,32,119,9,9.66666666667,three_means_ce,0.9563025,Object Count Error,three_means,9.66666666667,0.9563025
777,48,136,22,4.0,three_means_ce,-1.399287,Object Count Error,three_means,4.0,-1.399287
778,45,156,21,5.28571428571,three_means_ce,-1.4563106,Object Count Error,three_means,5.28571428571,-1.4563106
779,36,230,23,8.4347826087,three_means_ce,-6.5069685,Object Count Error,three_means,8.4347826087,-6.5069685
780,6,170,23,7.13043478261,three_means_ce,-1.5592334,Object Count Error,three_means,7.13043478261,-1.5592334
781,26,157,22,5.95454545455,three_means_ce,-9.548885,Object Count Error,three_means,5.95454545455,-9.548885
782,47,198,22,6.86363636364,three_means_ce,-1.7050611,Object Count Error,three_means,6.86363636364,-1.7050611
783,20,229,8,26.125,three_means_ce,-0.56543624,Object Count Error,three_means,26.125,-0.56543624
784,28,180,10,15.2,three_means_ce,0.42902207,Object Count Error,three_means,15.2,0.42902207
785,19,137,6,19.6666666667,three_means_ce,0.73489934,Object Count Error,three_means,19.6666666667,0.73489934
786,10,225,22,9.77272727273,three_means_ce,-4.095238,Object Count Error,three_means,9.77272727273,-4.095238
787,11,106,23,4.13043478261,three_means_ce,-4.8076286,Object Count Error,three_means,4.13043478261,-4.8076286
788,34,225,19,10.0526315789,three_means_ce,-4.287829,Object Count Error,three_means,10.0526315789,-4.287829
789,17,140,16,7.6875,three_means_ce,-10.016978,Object Count Error,three_means,7.6875,-10.016978
790,32,230,7,28.2857142857,three_means_ce,1.0,Object Count Error,three_means,28.2857142857,1.0
791,5,100,25,3.8,three_means_ce,-0.87413794,Object Count Error,three_means,3.8,-0.87413794
792,4,107,9,11.4444444444,three_means_ce,-2.0881863,Object Count Error,three_means,11.4444444444,-2.0881863
793,7,156,16,9.3125,three_means_ce,-3.41908,Object Count Error,three_means,9.3125,-3.41908
794,8,98,17,5.29411764706,three_means_ce,-4.4172535,Object Count Error,three_means,5.29411764706,-4.4172535
795,38,130,17,5.41176470588,three_means_ce,-1.3820423,Object Count Error,three_means,5.41176470588,-1.3820423
796,8,217,22,9.5,three_means_ce,-2.7204862,Object Count Error,three_means,9.5,-2.7204862
797,6,132,12,10.5,three_means_ce,-3.8098361,Object Count Error,three_means,10.5,-3.8098361
798,39,138,19,5.21052631579,three_means_ce,-2.08646,Object Count Error,three_means,5.21052631579,-2.08646
799,47,170,25,4.92,three_means_ce,-3.1956522,Object Count Error,three_means,4.92,-3.1956522
800,34,158,6,20.6666666667,three_means_ce,1.0,Object Count Error,three_means,20.6666666667,1.0
801,2,217,18,11.9444444444,three_means_ce,0.021416804,Object Count Error,three_means,11.9444444444,0.021416804
802,31,117,9,9.55555555556,three_means_ce,0.9290429,Object Count Error,three_means,9.55555555556,0.9290429
803,24,221,12,16.4166666667,three_means_ce,-3.0270727,Object Count Error,three_means,16.4166666667,-3.0270727
804,50,102,8,6.5,three_means_ce,1.0,Object Count Error,three_means,6.5,1.0
805,43,218,15,11.6666666667,three_means_ce,0.58208954,Object Count Error,three_means,11.6666666667,0.58208954
806,22,94,12,6.0,three_means_ce,-4.3344536,Object Count Error,three_means,6.0,-4.3344536
807,20,206,6,31.0,three_means_ce,0.80213904,Object Count Error,three_means,31.0,0.80213904
808,42,175,24,5.54166666667,three_means_ce,-4.286408,Object Count Error,three_means,5.54166666667,-4.286408
809,39,172,24,5.54166666667,three_means_ce,-5.8292685,Object Count Error,three_means,5.54166666667,-5.8292685
810,10,73,16,3.9375,three_means_ce,-7.1114984,Object Count Error,three_means,3.9375,-7.1114984
811,12,166,6,25.6666666667,three_means_ce,-4.1835337,Object Count Error,three_means,25.6666666667,-4.1835337
812,3,205,7,28.8571428571,three_means_ce,-1.1291449,Object Count Error,three_means,28.8571428571,-1.1291449
813,11,186,7,25.0,three_means_ce,-8.031879,Object Count Error,three_means,25.0,-8.031879
814,4,59,19,2.89473684211,three_means_ce,-0.9290221,Object Count Error,three_means,2.89473684211,-0.9290221
815,25,122,5,19.4,three_means_ce,1.0,Object Count Error,three_means,19.4,1.0
816,13,199,13,14.3076923077,three_means_ce,-9.581281,Object Count Error,three_means,14.3076923077,-9.581281
817,2,184,6,30.3333333333,three_means_ce,-0.11774461,Object Count Error,three_means,30.3333333333,-0.11774461
818,45,155,20,5.5,three_means_ce,-1.0493422,Object Count Error,three_means,5.5,-1.0493422
819,40,197,11,14.2727272727,three_means_ce,0.9660441,Object Count Error,three_means,14.2727272727,0.9660441
820,40,118,6,13.0,three_means_ce,1.0,Object Count Error,three_means,13.0,1.0
821,47,137,22,4.09090909091,three_means_ce,-1.7070175,Object Count Error,three_means,4.09090909091,-1.7070175
822,47,184,24,5.70833333333,three_means_ce,-2.7595818,Object Count Error,three_means,5.70833333333,-2.7595818
823,50,220,11,15.4545454545,three_means_ce,1.0,Object Count Error,three_means,15.4545454545,1.0
824,21,69,14,3.42857142857,three_means_ce,-7.24957,Object Count Error,three_means,3.42857142857,-7.24957
825,35,232,5,39.4,three_means_ce,1.0,Object Count Error,three_means,39.4,1.0
826,14,131,14,8.35714285714,three_means_ce,-10.179311,Object Count Error,three_means,8.35714285714,-10.179311
827,1,173,8,21.5,three_means_ce,0.19757366,Object Count Error,three_means,21.5,0.19757366
828,40,91,21,2.42857142857,three_means_ce,-2.9001663,Object Count Error,three_means,2.42857142857,-2.9001663
829,26,161,11,12.2727272727,three_means_ce,-1.0728598,Object Count Error,three_means,12.2727272727,-1.0728598
830,39,83,22,2.0,three_means_ce,-3.9004974,Object Count Error,three_means,2.0,-3.9004974
831,2,144,21,6.7619047619,three_means_ce,-0.09810671,Object Count Error,three_means,6.7619047619,-0.09810671
832,50,146,17,5.64705882353,three_means_ce,0.72315437,Object Count Error,three_means,5.64705882353,0.72315437
833,8,240,10,23.2,three_means_ce,-8.296928,Object Count Error,three_means,23.2,-8.296928
834,27,92,7,9.28571428571,three_means_ce,0.98191684,Object Count Error,three_means,9.28571428571,0.98191684
835,2,158,25,6.24,three_means_ce,0.030354131,Object Count Error,three_means,6.24,0.030354131
836,19,194,12,14.5833333333,three_means_ce,-6.5829144,Object Count Error,three_means,14.5833333333,-6.5829144
837,15,97,18,4.55555555556,three_means_ce,-10.123636,Object Count Error,three_means,4.55555555556,-10.123636
838,25,231,21,9.80952380952,three_means_ce,-9.255354,Object Count Error,three_means,9.80952380952,-9.255354
839,38,97,11,5.36363636364,three_means_ce,0.9460784,Object Count Error,three_means,5.36363636364,0.9460784
840,27,177,22,6.81818181818,three_means_ce,-9.265993,Object Count Error,three_means,6.81818181818,-9.265993
841,49,175,17,7.41176470588,three_means_ce,0.6013986,Object Count Error,three_means,7.41176470588,0.6013986
842,48,126,16,4.875,three_means_ce,0.72053874,Object Count Error,three_means,4.875,0.72053874
843,22,110,5,17.6,three_means_ce,0.99464285,Object Count Error,three_means,17.6,0.99464285
844,14,239,18,12.5,three_means_ce,-9.038394,Object Count Error,three_means,12.5,-9.038394
845,17,105,20,4.4,three_means_ce,-9.607266,Object Count Error,three_means,4.4,-9.607266
846,8,183,16,10.9375,three_means_ce,-4.4694915,Object Count Error,three_means,10.9375,-4.4694915
847,50,236,14,13.2857142857,three_means_ce,0.9455782,Object Count Error,three_means,13.2857142857,0.9455782
848,12,208,8,24.5,three_means_ce,-9.1579895,Object Count Error,three_means,24.5,-9.1579895
849,42,87,12,3.75,three_means_ce,0.9516908,Object Count Error,three_means,3.75,0.9516908
850,2,239,9,26.3333333333,three_means_ce,-0.07118055,Object Count Error,three_means,26.3333333333,-0.07118055
851,11,187,10,17.6,three_means_ce,-10.482394,Object Count Error,three_means,17.6,-10.482394
852,48,111,18,3.5,three_means_ce,0.34992224,Object Count Error,three_means,3.5,0.34992224
853,39,85,24,1.91666666667,three_means_ce,-5.4268503,Object Count Error,three_means,1.91666666667,-5.4268503
854,42,144,17,6.0,three_means_ce,-0.19318181,Object Count Error,three_means,6.0,-0.19318181
855,18,176,23,6.86956521739,three_means_ce,-9.134948,Object Count Error,three_means,6.86956521739,-9.134948
856,9,170,12,13.4166666667,three_means_ce,-7.5476975,Object Count Error,three_means,13.4166666667,-7.5476975
857,29,215,12,15.5,three_means_ce,-0.62350935,Object Count Error,three_means,15.5,-0.62350935
858,19,104,14,6.07142857143,three_means_ce,-8.36755,Object Count Error,three_means,6.07142857143,-8.36755
859,17,199,22,8.27272727273,three_means_ce,-8.859589,Object Count Error,three_means,8.27272727273,-8.859589
860,17,239,22,10.0909090909,three_means_ce,-9.073756,Object Count Error,three_means,10.0909090909,-9.073756
861,31,226,14,13.9285714286,three_means_ce,-1.5084175,Object Count Error,three_means,13.9285714286,-1.5084175
862,22,143,21,5.7619047619,three_means_ce,-9.484026,Object Count Error,three_means,5.7619047619,-9.484026
863,21,186,23,7.17391304348,three_means_ce,-9.628952,Object Count Error,three_means,7.17391304348,-9.628952
864,22,135,24,4.70833333333,three_means_ce,-9.742952,Object Count Error,three_means,4.70833333333,-9.742952
865,26,238,24,8.83333333333,three_means_ce,-9.932432,Object Count Error,three_means,8.83333333333,-9.932432
866,19,76,17,3.35294117647,three_means_ce,-9.752492,Object Count Error,three_means,3.35294117647,-9.752492
867,2,217,17,12.6470588235,three_means_ce,0.071666665,Object Count Error,three_means,12.6470588235,0.071666665
868,12,199,12,15.5833333333,three_means_ce,-9.1424055,Object Count Error,three_means,15.5833333333,-9.1424055
869,5,207,25,8.08,three_means_ce,-0.757265,Object Count Error,three_means,8.08,-0.757265
870,47,236,23,8.21739130435,three_means_ce,-2.2439446,Object Count Error,three_means,8.21739130435,-2.2439446
871,43,149,18,5.88888888889,three_means_ce,-0.46996465,Object Count Error,three_means,5.88888888889,-0.46996465
872,14,172,17,9.29411764706,three_means_ce,-8.793443,Object Count Error,three_means,9.29411764706,-8.793443
873,15,123,19,5.68421052632,three_means_ce,-8.861436,Object Count Error,three_means,5.68421052632,-8.861436
874,2,102,24,4.16666666667,three_means_ce,-0.107583776,Object Count Error,three_means,4.16666666667,-0.107583776
875,25,125,18,5.55555555556,three_means_ce,-7.837881,Object Count Error,three_means,5.55555555556,-7.837881
876,12,224,8,26.5,three_means_ce,-8.342465,Object Count Error,three_means,26.5,-8.342465
877,38,204,24,6.91666666667,three_means_ce,-5.9385114,Object Count Error,three_means,6.91666666667,-5.9385114
878,6,185,17,10.5294117647,three_means_ce,-2.0988467,Object Count Error,three_means,10.5294117647,-2.0988467
879,29,116,24,3.625,three_means_ce,-8.75935,Object Count Error,three_means,3.625,-8.75935
880,1,240,24,9.95833333333,three_means_ce,0.21466905,Object Count Error,three_means,9.95833333333,0.21466905
881,38,210,24,7.16666666667,three_means_ce,-6.3641114,Object Count Error,three_means,7.16666666667,-6.3641114
882,36,216,9,20.0,three_means_ce,0.99655765,Object Count Error,three_means,20.0,0.99655765
883,31,188,23,6.82608695652,three_means_ce,-8.65365,Object Count Error,three_means,6.82608695652,-8.65365
884,4,220,25,8.64,three_means_ce,-0.4,Object Count Error,three_means,8.64,-0.4
885,2,147,17,8.52941176471,three_means_ce,-0.014925373,Object Count Error,three_means,8.52941176471,-0.014925373
886,14,214,5,40.0,three_means_ce,-0.006644518,Object Count Error,three_means,40.0,-0.006644518
887,30,89,14,4.21428571429,three_means_ce,-1.5825082,Object Count Error,three_means,4.21428571429,-1.5825082
888,5,203,6,33.0,three_means_ce,-7.2619863,Object Count Error,three_means,33.0,-7.2619863
889,9,159,24,6.25,three_means_ce,-3.2826855,Object Count Error,three_means,6.25,-3.2826855
890,41,205,7,23.4285714286,three_means_ce,1.0,Object Count Error,three_means,23.4285714286,1.0
891,23,209,15,12.4,three_means_ce,-7.360345,Object Count Error,three_means,12.4,-7.360345
892,14,145,12,10.9166666667,three_means_ce,-9.71381,Object Count Error,three_means,10.9166666667,-9.71381
893,25,226,9,22.3333333333,three_means_ce,0.28449744,Object Count Error,three_means,22.3333333333,0.28449744
894,31,111,13,6.15384615385,three_means_ce,-0.7816901,Object Count Error,three_means,6.15384615385,-0.7816901
895,19,236,10,21.7,three_means_ce,-4.572183,Object Count Error,three_means,21.7,-4.572183
896,17,111,9,10.4444444444,three_means_ce,-4.546875,Object Count Error,three_means,10.4444444444,-4.546875
897,33,155,9,13.5555555556,three_means_ce,0.96065575,Object Count Error,three_means,13.5555555556,0.96065575
898,39,211,15,11.4666666667,three_means_ce,0.11419249,Object Count Error,three_means,11.4666666667,0.11419249
899,33,195,20,8.1,three_means_ce,-5.4130435,Object Count Error,three_means,8.1,-5.4130435
900,18,179,23,7.0,three_means_ce,-8.897181,Object Count Error,three_means,7.0,-8.897181
901,15,59,14,3.14285714286,three_means_ce,-9.485996,Object Count Error,three_means,3.14285714286,-9.485996
902,49,156,17,6.29411764706,three_means_ce,0.62376237,Object Count Error,three_means,6.29411764706,0.62376237
903,6,100,9,10.4444444444,three_means_ce,-5.6226735,Object Count Error,three_means,10.4444444444,-5.6226735
904,46,172,20,6.3,three_means_ce,-0.8805704,Object Count Error,three_means,6.3,-0.8805704
905,9,136,24,5.29166666667,three_means_ce,-2.920398,Object Count Error,three_means,5.29166666667,-2.920398
906,46,229,21,8.71428571429,three_means_ce,-1.3294117,Object Count Error,three_means,8.71428571429,-1.3294117
907,14,237,20,11.15,three_means_ce,-8.420677,Object Count Error,three_means,11.15,-8.420677
908,14,93,5,15.8,three_means_ce,0.011326861,Object Count Error,three_means,15.8,0.011326861
909,40,165,6,20.8333333333,three_means_ce,1.0,Object Count Error,three_means,20.8333333333,1.0
910,33,153,10,12.0,three_means_ce,0.86236936,Object Count Error,three_means,12.0,0.86236936
911,2,51,21,2.33333333333,three_means_ce,-0.21440823,Object Count Error,three_means,2.33333333333,-0.21440823
912,1,132,11,11.9090909091,three_means_ce,0.21116929,Object Count Error,three_means,11.9090909091,0.21116929
913,6,200,23,8.4347826087,three_means_ce,-1.2785234,Object Count Error,three_means,8.4347826087,-1.2785234
914,36,124,22,4.0,three_means_ce,-5.148265,Object Count Error,three_means,4.0,-5.148265
915,3,95,6,15.3333333333,three_means_ce,-1.3087249,Object Count Error,three_means,15.3333333333,-1.3087249
916,37,192,20,7.75,three_means_ce,-3.6617405,Object Count Error,three_means,7.75,-3.6617405
917,22,149,12,10.5833333333,three_means_ce,-4.535655,Object Count Error,three_means,10.5833333333,-4.535655
918,40,215,13,13.4615384615,three_means_ce,0.7680921,Object Count Error,three_means,13.4615384615,0.7680921
919,47,235,5,37.6,three_means_ce,1.0,Object Count Error,three_means,37.6,1.0
920,26,103,18,4.27777777778,three_means_ce,-7.441128,Object Count Error,three_means,4.27777777778,-7.441128
921,19,77,24,2.41666666667,three_means_ce,-9.747369,Object Count Error,three_means,2.41666666667,-9.747369
922,32,118,25,3.44,three_means_ce,-8.998258,Object Count Error,three_means,3.44,-8.998258
923,41,131,18,5.0,three_means_ce,-0.93986255,Object Count Error,three_means,5.0,-0.93986255
924,37,161,13,9.53846153846,three_means_ce,0.50774527,Object Count Error,three_means,9.53846153846,0.50774527
925,37,164,24,5.29166666667,three_means_ce,-6.876344,Object Count Error,three_means,5.29166666667,-6.876344
926,17,58,5,8.2,three_means_ce,0.82586205,Object Count Error,three_means,8.2,0.82586205
927,29,134,6,17.5,three_means_ce,1.0,Object Count Error,three_means,17.5,1.0
928,30,196,12,13.8333333333,three_means_ce,-0.27287853,Object Count Error,three_means,13.8333333333,-0.27287853
929,26,70,9,4.88888888889,three_means_ce,0.47176686,Object Count Error,three_means,4.88888888889,0.47176686
930,8,152,25,5.76,three_means_ce,-2.3482587,Object Count Error,three_means,5.76,-2.3482587
931,28,209,19,9.52631578947,three_means_ce,-7.506024,Object Count Error,three_means,9.52631578947,-7.506024
932,11,78,24,2.79166666667,three_means_ce,-5.072148,Object Count Error,three_means,2.79166666667,-5.072148
933,26,128,25,4.08,three_means_ce,-10.044369,Object Count Error,three_means,4.08,-10.044369
934,12,214,22,9.18181818182,three_means_ce,-5.8951178,Object Count Error,three_means,9.18181818182,-5.8951178
935,31,154,21,5.85714285714,three_means_ce,-7.293423,Object Count Error,three_means,5.85714285714,-7.293423
936,33,170,16,8.5625,three_means_ce,-2.1541038,Object Count Error,three_means,8.5625,-2.1541038
937,44,86,24,1.75,three_means_ce,-3.7745454,Object Count Error,three_means,1.75,-3.7745454
938,12,112,12,8.33333333333,three_means_ce,-9.698517,Object Count Error,three_means,8.33333333333,-9.698517
939,44,173,22,5.86363636364,three_means_ce,-2.3921568,Object Count Error,three_means,5.86363636364,-2.3921568
940,19,63,6,7.33333333333,three_means_ce,0.7104377,Object Count Error,three_means,7.33333333333,0.7104377
941,30,142,14,8.0,three_means_ce,-1.8863636,Object Count Error,three_means,8.0,-1.8863636
942,24,150,16,7.875,three_means_ce,-7.3164983,Object Count Error,three_means,7.875,-7.3164983
943,10,175,9,18.3333333333,three_means_ce,-10.592857,Object Count Error,three_means,18.3333333333,-10.592857
944,13,200,9,20.7777777778,three_means_ce,-8.760907,Object Count Error,three_means,20.7777777778,-8.760907
945,10,133,14,8.78571428571,three_means_ce,-7.795848,Object Count Error,three_means,8.78571428571,-7.795848
946,50,236,10,18.6,three_means_ce,1.0,Object Count Error,three_means,18.6,1.0
947,15,174,8,19.875,three_means_ce,-5.244898,Object Count Error,three_means,19.875,-5.244898
948,20,175,25,6.2,three_means_ce,-10.050269,Object Count Error,three_means,6.2,-10.050269
949,6,222,11,19.6363636364,three_means_ce,-4.10306,Object Count Error,three_means,19.6363636364,-4.10306
950,46,154,15,7.2,three_means_ce,0.7847222,Object Count Error,three_means,7.2,0.7847222
951,37,117,20,4.0,three_means_ce,-3.8415494,Object Count Error,three_means,4.0,-3.8415494
952,35,234,13,15.3076923077,three_means_ce,0.2659409,Object Count Error,three_means,15.3076923077,0.2659409
953,40,132,7,13.1428571429,three_means_ce,1.0,Object Count Error,three_means,13.1428571429,1.0
954,36,103,18,3.72222222222,three_means_ce,-2.349026,Object Count Error,three_means,3.72222222222,-2.349026
955,12,121,14,7.78571428571,three_means_ce,-9.387544,Object Count Error,three_means,7.78571428571,-9.387544
956,3,218,15,14.3333333333,three_means_ce,-0.39802632,Object Count Error,three_means,14.3333333333,-0.39802632
957,9,105,20,4.8,three_means_ce,-4.3560476,Object Count Error,three_means,4.8,-4.3560476
958,43,103,24,2.5,three_means_ce,-3.6605961,Object Count Error,three_means,2.5,-3.6605961
959,50,238,13,14.4615384615,three_means_ce,0.9828767,Object Count Error,three_means,14.4615384615,0.9828767
960,39,187,23,6.4347826087,three_means_ce,-4.974271,Object Count Error,three_means,6.4347826087,-4.974271
961,42,223,15,12.0666666667,three_means_ce,0.5,Object Count Error,three_means,12.0666666667,0.5
962,9,152,9,15.8888888889,three_means_ce,-9.140575,Object Count Error,three_means,15.8888888889,-9.140575
963,6,69,19,3.31578947368,three_means_ce,-2.2712147,Object Count Error,three_means,3.31578947368,-2.2712147
964,39,240,10,20.1,three_means_ce,0.9917081,Object Count Error,three_means,20.1,0.9917081
965,12,186,22,7.90909090909,three_means_ce,-5.5658784,Object Count Error,three_means,7.90909090909,-5.5658784
966,38,210,12,14.3333333333,three_means_ce,0.8538206,Object Count Error,three_means,14.3333333333,0.8538206
967,3,190,8,23.375,three_means_ce,-0.91833335,Object Count Error,three_means,23.375,-0.91833335
968,27,155,11,11.6363636364,three_means_ce,-0.23417722,Object Count Error,three_means,11.6363636364,-0.23417722
969,4,81,5,15.4,three_means_ce,-5.133333,Object Count Error,three_means,15.4,-5.133333
970,11,183,17,10.1176470588,three_means_ce,-7.240484,Object Count Error,three_means,10.1176470588,-7.240484
971,23,162,20,6.95,three_means_ce,-10.204947,Object Count Error,three_means,6.95,-10.204947
972,33,126,21,4.42857142857,three_means_ce,-5.9688525,Object Count Error,three_means,4.42857142857,-5.9688525
973,35,202,5,33.4,three_means_ce,1.0,Object Count Error,three_means,33.4,1.0
974,39,91,5,10.4,three_means_ce,1.0,Object Count Error,three_means,10.4,1.0
975,47,238,8,23.875,three_means_ce,1.0,Object Count Error,three_means,23.875,1.0
976,49,152,9,11.4444444444,three_means_ce,1.0,Object Count Error,three_means,11.4444444444,1.0
977,20,229,14,14.9285714286,three_means_ce,-7.8608413,Object Count Error,three_means,14.9285714286,-7.8608413
978,46,151,6,17.5,three_means_ce,1.0,Object Count Error,three_means,17.5,1.0
979,42,157,22,5.22727272727,three_means_ce,-2.8227642,Object Count Error,three_means,5.22727272727,-2.8227642
980,7,178,8,21.375,three_means_ce,-9.039356,Object Count Error,three_means,21.375,-9.039356
981,12,182,12,14.1666666667,three_means_ce,-10.25784,Object Count Error,three_means,14.1666666667,-10.25784
982,3,195,25,7.68,three_means_ce,-0.17383821,Object Count Error,three_means,7.68,-0.17383821
983,37,88,24,2.125,three_means_ce,-6.3887944,Object Count Error,three_means,2.125,-6.3887944
984,27,135,10,10.8,three_means_ce,0.23902439,Object Count Error,three_means,10.8,0.23902439
985,12,124,23,4.86956521739,three_means_ce,-5.5207295,Object Count Error,three_means,4.86956521739,-5.5207295
986,30,119,13,6.84615384615,three_means_ce,-0.9800664,Object Count Error,three_means,6.84615384615,-0.9800664
987,39,143,15,6.93333333333,three_means_ce,0.10726073,Object Count Error,three_means,6.93333333333,0.10726073
988,38,88,25,2.0,three_means_ce,-6.332192,Object Count Error,three_means,2.0,-6.332192
989,36,150,25,4.56,three_means_ce,-7.9787984,Object Count Error,three_means,4.56,-7.9787984
990,9,170,6,26.8333333333,three_means_pe,-13.4071273804,Foreground Pixel Count Error,three_means,26.8333333333,-13.4071273804
991,36,138,19,5.36842105263,three_means_pe,-14.0818309784,Foreground Pixel Count Error,three_means,5.36842105263,-14.0818309784
992,24,74,16,3.125,three_means_pe,-14.1466903687,Foreground Pixel Count Error,three_means,3.125,-14.1466903687
993,38,165,15,8.46666666667,three_means_pe,-16.6492786407,Foreground Pixel Count Error,three_means,8.46666666667,-16.6492786407
994,26,217,15,12.7333333333,three_means_pe,-14.2138910294,Foreground Pixel Count Error,three_means,12.7333333333,-14.2138910294
995,5,105,15,6.66666666667,three_means_pe,-9.80000019073,Foreground Pixel Count Error,three_means,6.66666666667,-9.80000019073
996,13,129,19,6.10526315789,three_means_pe,-11.240527153,Foreground Pixel Count Error,three_means,6.10526315789,-11.240527153
997,3,86,25,3.32,three_means_pe,-6.94655513763,Foreground Pixel Count Error,three_means,3.32,-6.94655513763
998,48,219,8,21.375,three_means_pe,-14.5709342957,Foreground Pixel Count Error,three_means,21.375,-14.5709342957
999,9,192,21,8.71428571429,three_means_pe,-8.26987075806,Foreground Pixel Count Error,three_means,8.71428571429,-8.26987075806
